0.051125	1	25.0973	14	682	0
0.052125	1	24.3167	14	682	0
0.053125	1	26.7154	14	682	0
0.0531339	2	25.9782	1	1056	28
0.054125	1	25.4864	14	23551	28
0.055125	1	24.3309	14	23551	28
0.05525	2	22.9778	14	23551	28
0.056125	1	26.6982	14	23551	28
0.05625	2	21.9801	14	23551	28
0.057125	1	28.0939	14	23551	28
0.05725	2	19.5832	14	23551	28
0.058125	1	18.442	14	21758	26
0.05825	2	28.2123	14	23551	28
0.059125	1	22.7086	14	23551	28
0.05925	2	20.2415	14	21758	26
0.060125	1	20.5227	14	23551	28
0.06025	2	21.9659	14	23551	28
0.061125	1	24.2193	14	23551	28
0.06125	2	22.8575	14	23551	28
0.062125	1	23.1915	14	23551	28
0.06225	2	24.5453	14	23551	28
0.063125	1	18.8906	14	23551	28
0.06325	2	23.3129	14	23551	28
0.064125	1	17.0425	14	23551	28
0.0641339	2	20.9872	1	963	26
0.065125	1	20.9898	14	23551	28
0.066125	1	20.4553	14	23551	28
0.067125	1	21.841	14	23551	28
0.068125	1	19.3385	14	23551	28
0.069125	1	21.1517	14	23551	28
0.070125	1	19.0236	14	23551	28
0.071125	1	21.5437	14	23551	28
0.072125	1	19.7851	14	23551	28
0.073125	1	21.308	14	23551	28
0.074125	1	20.613	14	23551	28
0.075125	1	21.7061	14	23551	28
0.076125	1	21.2142	14	23551	28
0.07625	2	21.8403	14	23551	28
0.077125	1	21.3209	14	23551	28
0.07725	2	24.3096	14	23551	28
0.078125	1	25.469	14	23551	28
0.07825	2	18.8532	14	22594	28
0.079125	1	20.9725	14	21758	26
0.080125	1	20.3531	14	21758	26
0.081125	1	20.871	14	21758	26
0.082125	1	21.6698	14	21758	26
0.083125	1	20.2835	14	21758	26
0.084125	1	19.5125	14	21758	26
0.085125	1	21.6411	14	21758	26
0.086125	1	19.6595	14	21758	26
0.08625	2	25.799	14	23551	28
0.087125	1	25.8057	14	23551	28
0.08725	2	27.8015	14	21758	26
0.088125	1	24.9515	14	23551	28
0.08825	2	25.5324	14	23551	28
0.089125	1	23.2648	14	23551	28
0.08925	2	19.3007	14	23551	28
0.090125	1	21.3876	14	21758	26
0.09025	2	16.917	14	23551	28
0.091125	1	13.8491	14	19197	24
0.09125	2	24.6877	14	23551	28
0.092125	1	19.8092	14	23551	28
0.09225	2	18.6178	14	14077	20
0.093125	1	22.5866	14	21758	26
0.09325	2	23.0711	14	21758	26
0.094125	1	19.5259	14	23551	28
0.09425	2	25.593	14	23551	28
0.095125	1	19.5202	14	23551	28
0.09525	2	24.5426	14	21758	26
0.096125	1	26.162	14	23551	28
0.09625	2	20.2074	14	21758	26
0.097125	1	17.458	14	23551	28
0.09725	2	22.5202	14	23551	28
0.098125	1	20.5304	14	23551	28
0.09825	2	25.9792	14	19197	24
0.099125	1	26.1303	14	23551	28
0.09925	2	23.3084	14	23551	28
0.100125	1	27.0131	14	23551	28
0.10025	2	24.2286	14	23551	28
0.101125	1	26.0328	14	23551	28
0.10125	2	21.5599	14	23551	28
0.102125	1	25.6542	14	23551	28
0.10225	2	18.5991	14	23551	28
0.103125	1	23.9128	14	21758	26
0.10325	2	20.7946	14	23551	28
0.104125	1	19.1341	14	23551	28
0.10425	2	20.5455	14	23551	28
0.105125	1	22.3168	14	23551	28
0.10525	2	23.4758	14	21758	26
0.106125	1	21.6158	14	23551	28
0.10625	2	22.439	14	23551	28
0.107125	1	22.8555	14	23551	28
0.10725	2	23.0053	14	23551	28
0.108125	1	25.38	14	23551	28
0.10825	2	23.0241	14	23551	28
0.109125	1	18.7909	14	23551	28
0.109143	2	21.3261	2	2642	28
0.110125	1	16.1091	14	23551	28
0.111125	1	17.442	14	23551	28
0.112125	1	18.5157	14	23551	28
0.113125	1	15.2977	14	23551	28
0.11325	2	24.9044	14	21758	26
0.114125	1	18.023	14	23551	28
0.11425	2	31.1073	14	16638	22
0.115125	1	18.3623	14	23551	28
0.11525	2	23.0044	14	19197	24
0.116125	1	23.4165	14	23551	28
0.11625	2	22.9397	14	21758	26
0.117125	1	25.1794	14	23551	28
0.11725	2	17.6474	14	23551	28
0.118125	1	22.4503	14	19197	24
0.11825	2	18.1115	14	23551	28
0.119125	1	25.0488	14	21758	26
0.11925	2	10.1585	14	23551	28
