0.052125	1024	0	0.05
0.054125	1024	1	0.05003
0.054125	1024	2	0.05006
0.054125	1024	3	0.05009
0.054125	1024	4	0.05012
0.054125	1024	5	0.05015
0.054125	1024	6	0.05018
0.054125	1024	7	0.05021
0.054125	1024	8	0.05024
0.054125	1024	9	0.05027
0.054125	1024	10	0.0503
0.054125	1024	11	0.05033
0.054125	1024	12	0.05036
0.054125	1024	13	0.05039
0.054125	1024	14	0.05042
0.054125	1024	15	0.05045
0.054125	1024	16	0.05048
0.054125	1024	17	0.05051
0.054125	1024	18	0.05054
0.054125	1024	19	0.05057
0.054125	1024	20	0.0506
0.054125	1024	21	0.05063
0.054125	1024	22	0.05066
0.054125	1024	23	0.05069
0.055125	1024	24	0.05072
0.055125	1024	25	0.05075
0.055125	1024	26	0.05078
0.055125	1024	27	0.05081
0.055125	1024	28	0.05084
0.055125	1024	29	0.05087
0.055125	1024	30	0.0509
0.055125	1024	31	0.05093
0.055125	1024	32	0.05096
0.055125	1024	33	0.05099
0.055125	1024	34	0.05102
0.055125	1024	35	0.05105
0.055125	1024	36	0.05108
0.055125	1024	37	0.05111
0.055125	1024	38	0.05114
0.055125	1024	39	0.05117
0.055125	1024	40	0.0512
0.055125	1024	41	0.05123
0.055125	1024	42	0.05126
0.055125	1024	43	0.05129
0.055125	1024	44	0.05132
0.055125	1024	45	0.05135
0.056125	1024	46	0.05138
0.056125	1024	47	0.05141
0.056125	1024	48	0.05144
0.056125	1024	49	0.05147
0.056125	1024	50	0.0515
0.056125	1024	51	0.05153
0.056125	1024	52	0.05156
0.056125	1024	53	0.05159
0.056125	1024	54	0.05162
0.056125	1024	55	0.05165
0.056125	1024	56	0.05168
0.056125	1024	57	0.05171
0.056125	1024	58	0.05174
0.056125	1024	59	0.05177
0.056125	1024	60	0.0518
0.056125	1024	61	0.05183
0.056125	1024	62	0.05186
0.056125	1024	63	0.05189
0.056125	1024	64	0.05192
0.056125	1024	65	0.05195
0.056125	1024	66	0.05198
0.056125	1024	67	0.05201
0.057125	1024	68	0.05204
0.057125	1024	69	0.05207
0.057125	1024	70	0.0521
0.057125	1024	71	0.05213
0.057125	1024	72	0.05216
0.057125	1024	73	0.05219
0.057125	1024	74	0.05222
0.057125	1024	75	0.05225
0.057125	1024	76	0.05228
0.057125	1024	77	0.05231
0.057125	1024	78	0.05234
0.057125	1024	79	0.05237
0.057125	1024	80	0.0524
0.057125	1024	81	0.05243
0.057125	1024	82	0.05246
0.057125	1024	83	0.05249
0.057125	1024	84	0.05252
0.057125	1024	85	0.05255
0.057125	1024	86	0.05258
0.057125	1024	87	0.05261
0.057125	1024	88	0.05264
0.057125	1024	89	0.05267
0.057125	1024	90	0.0527
0.058125	1024	91	0.05273
0.058125	1024	92	0.05276
0.058125	1024	93	0.05279
0.058125	1024	94	0.05282
0.058125	1024	95	0.05285
0.058125	1024	96	0.05288
0.058125	1024	97	0.05291
0.058125	1024	98	0.05294
0.058125	1024	99	0.05297
0.058125	1024	100	0.053
0.058125	1024	101	0.05303
0.058125	1024	102	0.05306
0.058125	1024	103	0.05309
0.058125	1024	104	0.05312
0.058125	1024	105	0.05315
0.058125	1024	106	0.05318
0.058125	1024	107	0.05321
0.058125	1024	108	0.05324
0.058125	1024	109	0.05327
0.058125	1024	110	0.0533
0.059125	1024	111	0.05333
0.059125	1024	112	0.05336
0.059125	1024	113	0.05339
0.059125	1024	114	0.05342
0.059125	1024	115	0.05345
0.059125	1024	116	0.05348
0.059125	1024	117	0.05351
0.059125	1024	118	0.05354
0.059125	1024	119	0.05357
0.059125	1024	120	0.0536
0.059125	1024	121	0.05363
0.059125	1024	122	0.05366
0.059125	1024	123	0.05369
0.059125	1024	124	0.05372
0.059125	1024	125	0.05375
0.059125	1024	126	0.05378
0.059125	1024	127	0.05381
0.059125	1024	128	0.05384
0.059125	1024	129	0.05387
